sex,league,position,age,salary,height,weight,topspeed,careergoals
female,second,attacker,25.5,6.0,164.1,57.3,23.67,72.0
female,second,attacker,23.6,7.0,166.4,62.5,26.09,62.0
female,second,attacker,26.4,5.0,160.6,50.6,19.73,82.0
female,second,attacker,30.2,14.0,168.6,63.4,23.56,75.0
female,second,attacker,26.1,9.0,162.1,53.7,24.09,57.0
female,second,attacker,22.1,7.0,169.4,56.2,25.11,45.0
female,second,attacker,20.1,5.0,165.8,56.2,23.75,55.0
female,second,attacker,24.2,6.0,167.0,55.8,23.23,61.0
female,second,attacker,24.9,8.0,161.6,55.3,22.01,71.0
female,second,attacker,23.0,7.0,169.4,60.6,24.1,73.0
female,second,attacker,29.8,8.0,166.6,60.1,23.72,100.0
female,second,attacker,26.4,12.0,168.7,60.0,22.94,54.0
female,second,attacker,29.9,8.0,165.1,55.4,26.55,77.0
female,second,attacker,24.3,7.0,163.3,56.3,21.84,56.0
female,second,attacker,20.0,6.0,164.1,58.5,20.55,73.0
female,second,attacker,19.2,7.0,163.4,54.7,23.32,37.0
female,second,attacker,24.9,7.0,167.4,53.9,23.59,84.0
female,second,attacker,24.2,9.0,160.6,50.3,22.54,57.0
female,second,attacker,21.3,11.0,164.3,53.3,24.46,37.0
female,second,attacker,24.9,9.0,159.9,54.6,24.01,82.0
female,second,attacker,22.9,10.0,164.3,54.4,24.54,57.0
female,second,attacker,18.2,7.0,162.0,57.6,25.17,43.0
female,second,attacker,28.4,9.0,162.3,55.0,23.39,85.0
female,second,attacker,23.7,11.0,168.9,63.9,22.68,57.0
female,second,attacker,22.6,6.0,162.7,55.1,20.9,68.0
female,second,attacker,26.7,9.0,161.0,55.1,19.97,107.0
female,second,attacker,28.9,10.0,163.0,52.3,23.51,75.0
male,third,attacker,25.1,15.0,180.5,79.0,27.32,76.0
male,third,attacker,30.6,16.0,178.5,74.3,27.77,100.0
male,third,attacker,24.6,12.0,180.6,74.7,28.81,51.0
male,third,attacker,27.5,13.0,172.1,67.6,30.06,84.0
male,third,attacker,24.8,15.0,177.0,70.3,28.79,64.0
male,third,attacker,28.6,15.0,170.6,72.9,28.52,100.0
male,third,attacker,27.4,13.0,180.7,80.2,28.0,70.0
male,third,attacker,21.3,8.0,179.9,76.8,31.5,27.0
male,third,attacker,27.3,13.0,171.0,71.8,31.86,68.0
male,third,attacker,21.9,17.0,177.8,71.5,29.4,37.0
male,third,attacker,27.2,14.0,180.4,72.6,29.6,44.0
male,third,attacker,27.0,14.0,175.7,71.1,24.24,85.0
male,third,attacker,22.4,12.0,185.6,79.4,25.15,71.0
male,third,attacker,25.0,15.0,184.1,78.6,27.56,54.0
male,third,attacker,32.5,15.0,177.6,75.8,28.97,77.0
male,third,attacker,22.8,13.0,171.7,65.9,30.25,35.0
male,third,attacker,22.3,15.0,177.8,74.1,33.54,58.0
male,third,attacker,17.0,6.0,187.1,76.4,28.09,3.0
male,third,attacker,23.3,13.0,175.5,66.7,27.12,55.0
male,third,attacker,21.4,14.0,172.5,67.2,31.41,25.0
male,third,attacker,19.6,8.0,180.2,71.2,30.16,43.0
male,third,attacker,22.9,11.0,173.4,68.0,31.25,50.0
male,third,attacker,31.5,12.0,184.2,77.6,26.86,94.0
male,third,attacker,25.7,17.0,174.7,70.1,28.55,69.0
male,third,attacker,25.5,13.0,180.9,76.6,30.13,65.0
male,third,attacker,18.4,14.0,179.7,78.5,28.69,39.0
male,third,attacker,22.9,10.0,176.8,66.2,30.93,52.0
male,third,attacker,26.8,15.0,176.1,68.1,29.3,67.0
male,third,attacker,22.8,14.0,174.1,72.7,31.53,50.0
male,third,attacker,23.0,12.0,181.8,77.2,32.45,23.0
male,third,attacker,27.3,14.0,175.2,70.2,28.51,85.0
male,third,attacker,28.4,16.0,173.5,72.5,31.31,74.0
male,third,attacker,24.5,15.0,185.6,76.2,32.04,42.0
male,third,attacker,26.3,14.0,182.5,76.5,27.98,58.0
male,third,attacker,22.0,12.0,172.8,69.1,30.64,37.0
male,third,attacker,28.3,17.0,175.2,72.6,27.89,81.0
male,third,attacker,24.4,13.0,175.4,75.7,35.63,43.0
male,third,attacker,20.9,14.0,178.1,80.8,30.33,48.0
male,third,attacker,23.7,17.0,181.6,73.2,27.37,65.0
male,third,attacker,25.1,10.0,173.6,66.4,28.29,74.0
male,third,attacker,21.8,15.0,187.4,76.3,29.31,35.0
male,third,attacker,26.6,14.0,173.7,70.0,27.53,65.0
male,third,attacker,21.7,15.0,174.7,72.4,29.75,43.0
male,third,attacker,17.9,10.0,177.2,71.9,28.7,9.0
male,third,attacker,25.1,16.0,170.6,68.0,26.02,71.0
male,third,attacker,35.2,18.0,182.5,75.6,24.59,111.0
male,third,attacker,22.5,16.0,175.8,66.0,32.02,44.0
male,third,attacker,25.7,14.0,172.4,72.3,27.93,65.0
male,third,attacker,28.0,15.0,181.0,81.7,27.74,86.0
male,third,attacker,24.3,13.0,169.8,67.2,30.66,52.0
male,third,attacker,25.5,16.0,183.4,74.1,26.97,74.0
male,third,attacker,20.6,13.0,178.5,72.9,33.61,36.0
male,third,attacker,25.8,13.0,176.8,70.8,28.81,76.0
male,third,attacker,23.7,10.0,174.3,71.0,26.38,59.0
male,third,attacker,27.2,14.0,182.8,74.4,27.49,55.0
male,third,attacker,27.3,18.0,163.0,61.5,29.61,88.0
male,third,attacker,29.0,11.0,170.9,65.8,27.1,73.0
male,third,attacker,32.0,18.0,172.5,75.6,27.9,102.0
male,third,attacker,29.3,13.0,174.8,70.9,26.62,83.0
male,third,attacker,27.7,16.0,176.3,72.2,29.4,73.0
male,third,attacker,17.5,10.0,177.7,79.0,29.25,15.0
male,third,attacker,28.0,14.0,175.1,73.3,25.03,80.0
male,third,attacker,26.4,17.0,180.1,75.6,29.56,54.0
male,third,attacker,21.0,11.0,179.4,74.0,31.13,32.0
male,third,attacker,19.4,11.0,180.2,76.0,28.59,32.0
male,third,attacker,27.0,13.0,184.8,75.4,30.21,74.0
male,third,attacker,23.4,12.0,179.0,70.6,27.65,34.0
male,third,attacker,20.9,11.0,172.0,71.9,29.24,52.0
male,third,attacker,26.9,17.0,176.1,74.0,28.97,76.0
male,third,attacker,26.3,16.0,165.2,61.9,27.76,84.0
male,third,attacker,29.0,15.0,178.6,73.8,30.77,82.0
male,third,attacker,32.1,13.0,187.2,76.5,28.56,89.0
male,third,attacker,23.0,10.0,173.3,69.0,29.98,27.0
male,third,attacker,19.8,12.0,167.3,64.4,29.88,28.0
male,third,attacker,30.9,19.0,174.7,67.5,29.3,98.0
male,third,attacker,17.7,13.0,179.4,73.4,29.84,21.0
male,third,attacker,33.8,14.0,178.8,74.7,28.51,98.0
male,third,attacker,31.8,14.0,177.9,73.9,29.39,77.0
male,third,attacker,28.7,15.0,179.8,82.7,27.51,90.0
male,third,attacker,30.3,18.0,185.9,77.4,23.13,90.0
male,third,attacker,25.0,19.0,181.7,75.8,30.38,53.0
male,third,attacker,24.1,13.0,182.0,79.0,29.73,54.0
male,third,attacker,29.3,13.0,176.5,69.2,26.24,81.0
male,third,attacker,28.8,17.0,176.6,78.6,26.59,86.0
male,third,attacker,25.1,16.0,174.8,77.3,26.36,80.0
male,third,attacker,28.1,14.0,178.5,71.2,25.26,94.0
male,third,attacker,28.8,16.0,168.4,64.4,28.35,80.0
male,third,attacker,28.9,19.0,177.1,76.4,26.87,88.0
male,third,attacker,24.8,12.0,174.6,66.2,25.56,65.0
male,third,attacker,26.7,16.0,179.9,66.7,28.47,79.0
male,third,attacker,24.2,12.0,178.9,74.1,29.29,53.0
male,third,attacker,22.7,15.0,171.9,67.6,26.11,47.0
male,third,attacker,34.1,18.0,170.5,65.3,24.98,119.0
male,third,attacker,27.1,14.0,170.3,66.1,30.23,62.0
male,third,attacker,25.8,12.0,178.4,75.8,27.66,66.0
male,third,attacker,20.7,13.0,184.5,79.1,28.4,41.0
male,third,attacker,24.4,12.0,183.1,74.2,27.67,38.0
male,third,attacker,31.3,14.0,182.0,79.3,27.87,79.0
male,third,attacker,19.9,8.0,166.4,64.9,27.65,51.0
male,third,attacker,21.2,15.0,178.5,70.8,30.44,41.0
male,third,attacker,24.4,12.0,178.4,75.8,26.54,48.0
male,third,attacker,20.8,15.0,173.2,62.2,28.3,52.0
male,third,attacker,18.6,14.0,175.1,65.9,29.61,26.0
male,third,attacker,27.8,11.0,179.7,78.3,28.67,60.0
male,third,attacker,26.3,12.0,179.2,72.7,26.71,68.0
male,third,attacker,27.9,13.0,176.8,71.2,23.52,93.0
male,third,attacker,25.2,17.0,175.7,70.8,27.93,62.0
male,third,attacker,24.3,10.0,181.1,72.0,25.68,68.0
male,third,attacker,21.0,10.0,170.5,74.3,24.61,42.0
male,third,attacker,28.6,13.0,181.9,76.7,30.5,76.0
male,third,attacker,20.8,11.0,180.4,75.6,27.93,27.0
male,third,attacker,20.3,10.0,184.9,68.7,24.63,33.0
male,third,attacker,20.1,13.0,173.5,74.6,31.2,17.0
male,third,attacker,22.0,14.0,173.3,66.0,28.9,64.0
female,third,attacker,29.2,2.0,164.4,54.3,21.58,43.0
female,third,attacker,20.5,1.0,165.2,55.8,21.47,22.0
female,third,attacker,29.5,2.0,160.7,53.0,21.23,63.0
female,third,attacker,17.1,2.0,168.0,61.0,20.45,10.0
female,third,attacker,26.3,2.0,162.2,54.4,21.52,37.0
female,third,attacker,21.5,3.0,164.7,57.8,22.87,31.0
female,third,attacker,27.2,1.0,162.4,54.1,20.42,45.0
female,third,attacker,32.4,2.0,163.1,55.2,20.31,57.0
female,third,attacker,21.6,1.0,159.8,58.6,19.86,35.0
female,third,attacker,26.7,2.0,166.9,60.2,23.38,47.0
female,third,attacker,26.8,2.0,162.8,59.3,20.69,49.0
female,third,attacker,26.6,4.0,167.9,64.7,23.37,41.0
female,third,attacker,17.9,3.0,165.2,57.3,22.04,34.0
female,third,attacker,27.9,2.0,166.0,58.3,20.09,49.0
female,third,attacker,24.3,2.0,163.9,58.0,20.17,43.0
female,third,attacker,23.6,2.0,160.2,60.7,21.52,36.0
female,third,attacker,29.2,2.0,168.0,64.8,19.12,51.0
female,third,attacker,35.7,3.0,165.1,62.1,22.33,65.0
female,third,attacker,22.6,1.0,168.6,59.3,19.48,31.0
female,third,attacker,23.7,1.0,166.1,59.0,18.07,48.0
female,third,attacker,25.0,2.0,158.3,55.3,20.25,43.0
female,third,attacker,30.3,3.0,162.3,59.5,24.18,46.0
female,third,attacker,35.8,2.0,163.5,59.7,20.75,67.0
female,third,attacker,20.2,2.0,169.4,64.3,22.38,20.0
female,third,attacker,31.6,1.0,167.8,63.4,16.45,72.0
female,third,attacker,20.2,1.0,166.0,60.4,18.03,38.0
female,third,attacker,21.1,1.0,164.7,62.4,18.32,34.0
female,third,attacker,22.7,2.0,161.0,52.7,21.87,29.0
female,third,attacker,28.4,3.0,168.7,62.4,27.16,32.0
female,third,attacker,19.8,2.0,162.6,57.6,24.25,20.0
female,third,attacker,29.7,1.0,168.3,56.5,17.74,56.0
female,third,attacker,23.3,2.0,169.7,63.4,18.95,35.0
female,third,attacker,23.7,2.0,163.7,59.5,20.66,36.0
female,third,attacker,25.2,3.0,164.9,57.9,20.75,34.0
female,third,attacker,19.7,1.0,168.4,64.5,20.83,25.0
female,third,attacker,21.8,2.0,161.5,55.2,22.26,28.0
female,third,attacker,26.7,2.0,171.3,71.6,20.03,39.0
female,third,attacker,19.5,2.0,166.8,60.4,24.43,15.0
female,third,attacker,27.9,2.0,165.4,58.7,19.23,49.0
female,third,attacker,25.7,3.0,163.2,53.6,21.29,45.0
female,third,attacker,25.0,2.0,165.5,57.2,21.01,43.0
female,third,attacker,28.8,4.0,161.1,50.2,24.59,50.0
female,third,attacker,29.3,1.0,169.6,60.9,17.03,53.0
female,third,attacker,19.0,1.0,164.4,54.8,22.76,14.0
female,third,attacker,24.5,2.0,164.3,59.8,20.53,38.0
female,third,attacker,23.9,2.0,159.4,53.5,22.04,41.0
female,third,attacker,17.0,0.0,163.7,59.0,19.49,23.0
female,third,attacker,18.8,2.0,166.1,61.8,23.13,18.0
female,third,attacker,20.2,2.0,159.9,56.5,22.81,37.0
female,third,attacker,32.3,2.0,166.9,62.1,19.62,59.0
female,third,attacker,17.2,1.0,166.4,56.5,20.28,25.0
female,third,attacker,26.3,3.0,168.7,61.9,21.92,50.0
female,third,attacker,22.8,1.0,164.2,56.4,20.2,30.0
female,third,attacker,31.0,3.0,165.5,60.8,23.41,59.0
female,third,attacker,25.4,2.0,166.5,58.0,21.09,35.0
female,third,attacker,25.0,1.0,166.5,60.9,21.2,42.0
female,third,attacker,28.8,3.0,163.4,63.8,24.18,35.0
female,third,attacker,26.2,2.0,164.8,62.0,20.13,34.0
female,third,attacker,27.2,1.0,164.4,61.4,18.96,58.0
female,third,attacker,20.6,2.0,161.7,56.0,23.38,28.0
female,third,attacker,23.7,2.0,166.7,58.1,20.06,37.0
female,third,attacker,25.8,1.0,164.8,58.1,19.78,45.0
female,third,attacker,27.5,2.0,167.4,64.1,21.84,38.0
female,third,attacker,25.0,2.0,164.5,55.1,19.83,43.0
female,third,attacker,23.7,2.0,172.2,62.1,20.98,32.0
female,third,attacker,28.3,4.0,172.8,66.7,21.88,50.0
female,third,attacker,30.2,3.0,164.2,56.7,21.71,59.0
female,third,attacker,23.9,1.0,164.6,58.0,18.24,39.0
female,third,attacker,19.3,2.0,163.4,55.2,20.05,21.0
female,third,attacker,22.2,3.0,166.7,57.6,21.61,41.0
female,third,attacker,27.4,2.0,166.4,62.8,19.59,44.0
female,third,attacker,28.7,2.0,160.3,48.2,18.94,61.0
female,third,attacker,21.2,2.0,167.0,55.6,24.9,14.0
female,third,attacker,28.3,2.0,169.7,66.2,19.97,50.0
female,third,attacker,32.7,3.0,168.7,61.6,20.4,66.0
female,third,attacker,17.2,1.0,169.1,65.1,22.84,1.0
female,third,attacker,22.5,2.0,166.3,54.7,21.73,37.0
female,third,attacker,21.1,2.0,169.1,59.3,22.07,25.0
female,third,attacker,25.9,2.0,161.9,54.7,21.37,43.0
female,third,attacker,23.5,2.0,157.7,51.8,22.61,23.0
female,third,attacker,28.3,2.0,156.2,50.1,21.52,47.0
female,third,attacker,27.7,2.0,163.4,58.3,21.57,42.0
female,third,attacker,23.7,3.0,163.7,53.0,23.49,42.0
female,third,attacker,31.0,2.0,168.7,59.0,18.48,62.0
female,third,attacker,25.4,3.0,164.4,55.2,21.6,46.0
female,third,attacker,24.2,2.0,164.0,61.2,21.61,37.0
female,third,attacker,19.3,1.0,170.3,64.9,18.94,26.0
female,third,attacker,24.0,1.0,165.8,55.9,17.62,48.0
female,third,attacker,31.9,3.0,164.6,54.1,21.81,51.0
female,third,attacker,17.4,0.0,166.2,63.3,17.18,26.0
female,third,attacker,28.7,1.0,161.8,62.7,19.38,58.0
female,third,attacker,26.0,2.0,164.7,56.0,20.57,50.0
female,third,attacker,26.5,3.0,167.7,61.1,21.8,50.0
female,third,attacker,26.2,1.0,166.3,62.4,18.68,45.0
female,third,attacker,27.6,4.0,165.1,62.4,24.2,38.0
female,third,attacker,22.0,3.0,169.3,63.4,21.77,33.0
female,third,attacker,18.1,3.0,168.0,63.5,23.83,11.0
female,third,attacker,19.8,3.0,165.2,58.6,24.1,15.0
female,third,attacker,25.4,2.0,165.8,63.8,20.27,45.0
female,third,attacker,21.8,1.0,171.3,62.6,21.72,25.0
female,third,attacker,24.6,2.0,167.3,58.9,20.35,44.0
female,third,attacker,28.0,2.0,165.0,64.5,22.01,39.0
female,third,attacker,25.8,2.0,166.4,61.8,22.45,38.0
female,third,attacker,24.7,2.0,163.2,54.8,19.53,47.0
female,third,attacker,22.9,1.0,166.4,57.3,18.93,44.0
female,third,attacker,30.5,3.0,167.0,60.9,21.75,55.0
female,third,attacker,24.2,0.0,163.1,60.1,18.39,54.0
female,third,attacker,27.3,1.0,167.7,61.9,20.26,47.0
female,third,attacker,22.5,2.0,163.3,58.3,24.2,27.0
female,third,attacker,29.4,1.0,169.6,67.7,18.05,52.0
female,third,attacker,29.3,2.0,163.7,58.2,21.06,55.0
female,third,attacker,30.6,2.0,161.5,63.5,18.31,52.0
female,third,attacker,27.7,2.0,166.8,60.5,19.61,50.0
female,third,attacker,24.4,1.0,162.8,56.6,24.4,28.0
female,third,attacker,32.0,2.0,169.0,62.3,19.99,54.0
female,third,attacker,24.2,1.0,167.8,61.5,16.19,61.0
male,first,midfielder,26.7,230.0,169.7,68.9,29.42,47.0
male,first,midfielder,31.9,168.0,170.4,69.0,31.13,66.0
male,first,midfielder,23.0,261.0,177.2,75.0,33.4,57.0
male,first,midfielder,20.9,228.0,162.6,70.4,32.54,24.0
male,first,midfielder,21.3,205.0,187.5,82.8,29.76,77.0
male,first,midfielder,28.3,198.0,184.4,77.8,33.74,83.0
male,first,midfielder,29.6,250.0,180.8,77.0,29.71,86.0
male,first,midfielder,27.3,298.0,179.7,77.6,33.02,65.0
male,first,midfielder,23.0,176.0,176.5,67.2,33.53,56.0
male,first,midfielder,26.4,207.0,177.9,71.7,31.1,56.0
male,first,midfielder,35.2,316.0,172.6,75.7,30.86,69.0
male,first,midfielder,34.1,306.0,169.2,72.8,32.85,67.0
male,first,midfielder,21.6,240.0,171.4,75.2,26.93,48.0
male,first,midfielder,22.5,207.0,174.3,72.8,33.81,60.0
male,first,midfielder,23.1,169.0,183.6,74.8,31.28,61.0
male,first,midfielder,25.0,176.0,188.4,85.1,32.17,59.0
male,first,midfielder,19.7,138.0,168.9,65.2,33.11,35.0
male,first,midfielder,25.9,274.0,181.4,77.3,30.39,94.0
male,first,midfielder,22.6,85.0,179.2,73.8,31.46,45.0
male,first,midfielder,24.8,58.0,165.7,63.6,31.94,20.0
male,first,midfielder,31.6,282.0,176.3,76.3,31.5,65.0
male,first,midfielder,18.3,132.0,170.1,65.0,34.12,46.0
male,first,midfielder,18.3,10.0,176.9,70.0,32.76,13.0
male,first,midfielder,22.7,0.0,185.1,69.9,31.77,38.0
male,first,midfielder,22.5,206.0,186.3,77.5,32.84,75.0
male,first,midfielder,21.9,179.0,164.4,63.9,32.55,42.0
male,first,midfielder,28.5,245.0,175.7,74.9,30.22,65.0
male,first,midfielder,24.2,191.0,182.0,71.2,29.74,65.0
male,first,midfielder,32.7,214.0,183.5,80.1,30.05,75.0
male,first,midfielder,25.8,139.0,181.8,77.5,29.75,60.0
male,first,midfielder,31.4,286.0,172.7,75.0,31.26,48.0
male,first,midfielder,20.3,127.0,171.8,79.6,30.5,22.0
male,first,midfielder,27.5,175.0,187.0,77.5,34.84,81.0
male,first,midfielder,25.2,267.0,172.6,64.9,32.24,80.0
male,first,midfielder,27.9,198.0,182.0,76.9,35.72,64.0
male,first,midfielder,24.2,136.0,174.3,65.6,30.85,55.0
male,first,midfielder,28.2,139.0,175.2,67.4,33.51,48.0
male,first,midfielder,28.1,187.0,169.8,68.3,28.28,57.0
male,first,midfielder,19.0,106.0,183.4,75.0,30.14,58.0
male,first,midfielder,31.6,252.0,184.2,74.2,35.21,83.0
male,first,midfielder,21.8,170.0,172.8,75.2,31.18,49.0
male,first,midfielder,28.7,300.0,170.9,70.9,32.68,71.0
male,first,midfielder,34.3,257.0,185.7,80.5,31.98,92.0
male,first,midfielder,31.0,70.0,185.8,66.9,33.66,75.0
male,first,midfielder,23.5,191.0,179.8,62.1,33.44,64.0
male,first,midfielder,22.3,110.0,188.1,77.1,31.14,72.0
male,first,midfielder,30.7,269.0,178.9,65.8,31.76,92.0
male,first,midfielder,17.5,128.0,178.3,71.1,32.42,60.0
male,first,midfielder,28.7,273.0,175.4,70.0,30.55,69.0
male,first,midfielder,26.0,128.0,174.7,66.9,33.19,64.0
male,first,midfielder,32.6,159.0,191.9,83.2,31.76,88.0
male,first,midfielder,27.8,105.0,183.3,77.8,30.55,57.0
male,first,midfielder,30.5,220.0,176.6,73.1,31.92,70.0
male,first,midfielder,27.0,153.0,183.6,73.9,30.98,68.0
male,first,midfielder,25.4,175.0,171.0,81.5,29.59,36.0
male,first,midfielder,25.1,44.0,175.4,59.8,33.65,53.0
male,first,midfielder,22.6,126.0,171.4,68.5,31.33,26.0
male,first,midfielder,32.9,315.0,171.6,62.6,32.32,88.0
male,first,midfielder,30.5,312.0,172.5,74.1,34.02,59.0
male,first,midfielder,25.9,242.0,187.8,82.4,28.07,63.0
male,first,midfielder,24.1,184.0,180.1,79.2,27.55,63.0
male,first,midfielder,25.1,123.0,180.4,69.4,31.43,58.0
male,first,midfielder,25.8,162.0,170.8,67.8,34.91,45.0
male,first,midfielder,21.9,107.0,175.0,72.4,31.04,39.0
male,first,midfielder,18.5,216.0,173.4,74.6,27.8,65.0
male,first,midfielder,24.4,287.0,181.1,73.5,35.02,72.0
male,first,midfielder,22.6,190.0,171.8,65.6,33.59,42.0
male,first,midfielder,30.4,290.0,175.0,69.8,32.22,62.0
male,first,midfielder,34.0,136.0,172.1,69.3,31.88,57.0
male,first,midfielder,24.6,144.0,176.9,58.2,33.06,61.0
male,first,midfielder,27.9,237.0,190.5,75.1,31.2,102.0
male,first,midfielder,28.7,265.0,180.9,77.2,32.53,75.0
male,first,midfielder,27.4,269.0,167.0,67.1,31.52,44.0
male,first,midfielder,26.1,222.0,175.0,70.7,31.46,57.0
male,first,midfielder,28.9,183.0,178.4,71.5,30.9,55.0
male,first,midfielder,23.4,205.0,180.7,78.2,29.34,57.0
male,first,midfielder,26.7,108.0,181.6,69.4,32.95,58.0
male,first,midfielder,29.6,302.0,181.5,78.9,31.52,68.0
male,first,midfielder,22.9,262.0,181.7,76.4,32.32,63.0
male,first,midfielder,26.0,146.0,178.1,74.7,30.19,44.0
male,first,midfielder,22.0,96.0,165.0,70.3,31.5,24.0
male,first,midfielder,25.0,74.0,180.4,77.7,31.46,49.0
male,first,midfielder,22.7,244.0,176.9,73.2,29.14,56.0
male,first,midfielder,20.8,71.0,182.8,67.5,31.32,70.0
male,first,midfielder,24.0,223.0,173.7,66.6,32.72,57.0
male,first,midfielder,28.4,256.0,178.8,72.6,31.78,83.0
male,first,midfielder,23.3,160.0,176.4,69.8,30.1,55.0
male,first,midfielder,21.6,117.0,176.4,72.0,33.27,43.0
male,first,midfielder,19.6,135.0,181.3,70.1,34.8,69.0
male,first,midfielder,30.3,310.0,176.6,64.5,34.35,67.0
male,first,midfielder,35.1,256.0,176.9,61.6,31.62,99.0
male,first,midfielder,30.9,197.0,179.0,70.5,31.97,79.0
male,first,midfielder,23.5,278.0,171.9,61.8,34.64,57.0
male,first,midfielder,29.0,197.0,172.0,76.2,32.22,44.0
male,first,midfielder,19.7,156.0,175.6,77.2,33.68,41.0
male,first,midfielder,18.5,101.0,175.8,71.3,32.26,33.0
male,first,midfielder,17.3,189.0,185.8,73.2,36.85,65.0
male,first,midfielder,25.8,215.0,184.1,75.6,31.37,78.0
male,first,midfielder,28.0,231.0,173.8,75.1,30.85,81.0
male,first,midfielder,30.8,270.0,182.9,80.0,33.28,74.0
male,first,midfielder,25.6,151.0,176.0,89.4,28.79,40.0
male,first,midfielder,24.6,268.0,181.5,83.6,30.51,65.0
male,first,midfielder,32.1,245.0,184.2,68.7,32.88,80.0
male,first,midfielder,25.7,102.0,181.1,74.3,33.44,49.0
male,first,midfielder,20.3,199.0,185.2,71.6,33.36,76.0
male,first,midfielder,22.6,178.0,182.4,73.5,28.42,68.0
male,first,midfielder,22.3,174.0,169.2,64.8,32.38,42.0
male,first,midfielder,34.6,224.0,185.8,75.1,35.66,89.0
male,first,midfielder,24.2,248.0,176.0,79.0,31.32,50.0
male,first,midfielder,21.1,168.0,183.6,70.9,32.3,82.0
male,first,midfielder,30.7,243.0,177.1,69.0,30.12,74.0
male,first,midfielder,37.2,248.0,176.1,73.0,29.71,64.0
male,first,midfielder,27.8,249.0,176.8,76.5,31.71,60.0
male,first,midfielder,24.8,281.0,157.2,59.6,32.94,38.0
male,first,midfielder,18.0,118.0,170.8,75.4,30.24,18.0
male,first,midfielder,28.5,212.0,178.3,72.5,34.65,67.0
male,first,midfielder,21.7,147.0,180.0,74.1,30.48,56.0
male,first,midfielder,29.5,241.0,175.7,78.5,29.42,60.0
male,first,midfielder,26.4,284.0,173.4,74.8,30.3,64.0
male,first,midfielder,22.6,130.0,175.0,74.5,31.26,33.0
male,first,midfielder,27.7,264.0,176.5,70.4,32.03,53.0
male,first,midfielder,23.3,230.0,173.1,63.2,34.2,80.0
male,first,midfielder,27.3,262.0,170.2,59.4,31.68,67.0
male,first,midfielder,26.3,238.0,163.2,60.9,33.08,54.0
male,first,midfielder,30.9,262.0,188.2,80.1,32.32,94.0
male,first,midfielder,24.2,118.0,176.6,71.8,33.82,37.0
male,first,midfielder,30.0,268.0,188.5,79.3,33.76,78.0
male,first,midfielder,26.6,167.0,180.1,68.9,32.43,77.0
male,first,midfielder,29.1,273.0,184.8,71.9,34.85,87.0
male,first,midfielder,27.0,138.0,179.5,75.1,30.83,46.0
male,first,midfielder,24.6,224.0,183.0,78.5,30.7,56.0
male,first,midfielder,27.6,215.0,180.9,79.6,30.92,58.0
male,first,midfielder,26.4,243.0,180.1,76.5,32.88,65.0
male,first,midfielder,27.7,256.0,180.2,64.9,31.66,84.0
male,first,midfielder,24.4,80.0,174.5,73.6,31.71,23.0
male,first,midfielder,22.0,92.0,170.2,66.7,34.36,27.0
male,first,midfielder,26.0,193.0,171.0,65.1,32.47,49.0
male,first,midfielder,28.5,97.0,179.4,85.4,29.06,38.0
male,first,midfielder,30.5,237.0,190.9,88.8,32.21,71.0
male,first,midfielder,28.5,170.0,173.8,63.5,33.68,65.0
male,first,midfielder,31.7,360.0,169.5,66.2,32.91,79.0
male,first,midfielder,28.7,159.0,180.3,76.5,31.42,52.0
male,first,midfielder,21.8,71.0,165.4,72.4,30.24,11.0
male,first,midfielder,22.1,269.0,176.3,75.1,30.72,70.0
male,first,midfielder,22.2,233.0,183.9,71.6,33.15,81.0
male,first,midfielder,19.9,206.0,178.6,79.3,32.63,58.0
male,first,midfielder,32.9,300.0,182.6,71.4,33.03,85.0
male,first,midfielder,20.0,159.0,181.3,84.6,30.95,45.0
male,first,midfielder,21.8,124.0,186.5,77.0,34.83,61.0
male,first,midfielder,25.2,164.0,178.9,78.0,29.52,41.0
male,first,midfielder,22.0,73.0,177.8,68.7,33.06,41.0
male,first,midfielder,21.4,147.0,187.0,87.0,30.48,58.0
male,first,midfielder,26.5,228.0,183.5,72.2,29.98,74.0
male,first,midfielder,24.8,206.0,191.3,84.2,31.22,72.0
male,first,midfielder,29.5,191.0,169.4,66.4,31.58,58.0
female,first,midfielder,22.9,29.0,174.0,50.3,27.22,55.0
female,first,midfielder,28.0,23.0,170.5,57.2,23.7,81.0
female,first,midfielder,29.6,25.0,169.8,49.6,25.77,91.0
female,first,midfielder,21.4,26.0,157.7,49.3,21.34,41.0
female,first,midfielder,32.6,38.0,164.4,59.8,21.75,67.0
female,first,midfielder,33.9,45.0,163.1,61.0,23.2,44.0
female,first,midfielder,18.4,32.0,166.1,61.6,22.91,52.0
female,first,midfielder,25.1,33.0,164.0,54.4,22.82,52.0
female,first,midfielder,22.8,19.0,167.9,56.6,21.87,78.0
female,first,midfielder,22.6,17.0,171.4,64.4,24.67,63.0
female,first,midfielder,27.7,40.0,172.5,64.2,23.05,43.0
female,first,midfielder,31.7,38.0,171.2,60.8,19.37,92.0
female,first,midfielder,27.3,20.0,165.0,49.7,23.92,68.0
female,first,midfielder,22.7,29.0,169.2,56.7,24.92,49.0
female,first,midfielder,29.6,41.0,164.4,48.3,27.82,84.0
female,first,midfielder,24.0,29.0,166.8,56.1,21.67,68.0
female,first,midfielder,25.1,8.0,164.6,57.4,20.47,57.0
female,first,midfielder,35.5,34.0,164.1,56.5,22.6,63.0
female,first,midfielder,30.6,42.0,170.2,54.3,23.62,77.0
