Sex,Sample ID,Month,Season,Year,Site,Ad_Atlantic_Salmon,Ad_cutthroat_trout,Ad_dolly_varden,Ad_Chinook_salmon,Ad_chum_salmon,Ad_coho_salmon,Ad_pink_salmon,Ad_sockeye_salmon,Ad_steelhead,American_Shad,Atka_Mackerel,Bathyraja_interrupta,Bay_Goby,Bering_Flounder,Big_Skate,Blackbelly_Eelpout,Buffalo_Sculpin,Butter_Sole,Cabezon,California_Market_Squid,Capelin,China_Rockfish,Dover_Sole,Dungeness_crab,English_Sole,Eulachon,Giant_Pacific_Octopus,Giant_Wrymouth,Great_Sculpin,Juv_Atlantic_salmon,Juv_Chinook_salmon,Juv_chum_salmon,Juv_coho_salmon,Juv_cutthroat_trout,Juv_dolly_varden,Juv_pink_salmon_,Juv_sockeye_salmon,Juv_steelhead,Kelp_Greenling,Lingcod,Longfin_Smelt,Longspine_Combfish,Magister_armhook_squid,Northern_Anchovy,Northern_Clingfish,Northern_Smoothtongue,Pacific_Cod,Pacific_Hake,Pacific_Halibut,Pacific_Herring,Pacific_Red_Octopus,Pacific_Sand_Lance,Pacific_Sandfish,Pacific_Staghorn_Sculpin,Pacific_Tomcod,Padded_Sculpin,Pile_Surfperch,Plainfin_Midshipman,Prickly_Sculpin,Puget_Sound_Rockfish,Red_Irish_Lord,River_Lamprey,Rock_Gunnel,Sablefish,Saddleback_Gunnel,Sand_Sole,Shiner_Surfperch,Snake_Prickleback,Speckled_Sanddab,Spiny_Dogfish,Spotted_Ratfish,Starry_Flounder,Striped_Surfperch,Surf_Smelt,Tadpole_Sculpin,Threespine_Stickleback,Walleye_Pollock,Whitebait_Smelt,Whitespotted_Greenling,Wolf_Eel,,Batrachoidiformes,Cephalopoda,Chimaeriformes,Clupeiformes,Crustacea,Gadiformes,Gasterosteiformes,Gobiesociformes,Osmeriformes,Perciformes,Petromyzontiformes,Pleuronectiformes,Rajiformes,Salmoniformes,Scorpaeniformes,Squaliformes
M,Pv12.074,6,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949152542,0.258859784,0.474576271,0,0,0.17257319,0,0.517719569,0,0,0,0,0,0,0,0,0,0,0,28.36158192,0,58.98305085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28248588,0,0,0,,0,0,0,28.36158192,0,10.28248588,0,0,0,58.98305085,0,0,0,2.372881356,0,0
F,Pv12.155,7,spring,2012,Comox,0,0,0,0.738549363,0,0.225667861,0.05128815,0.359017051,0.03077289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.723281847,0,0.526558342,0,0,0.11967235,0.837706453,0.07180341,0,0,0,0,0,0,0,0,0,1.425661914,0,92.05702648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83299389,0,0,0,,0,0,0,92.05702648,0,3.258655804,0,0,0,0,0,0,0,4.684317717,0,0
F,Pv12.152,7,spring,2012,Comox,0,0,0.038714673,1.045296167,0,0.445218738,0.096786682,0.716221448,0.038714673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43902439,0,1.038843722,0,0.090334237,0.225835592,1.671183379,0.090334237,0,1.058201058,0,0,0,0,0,0,1.587301587,2.116402116,0,77.24867725,0,0,0,0,0,0,0,0,0,0,0,1.058201058,0,0,0,0,0,1.587301587,0,0,0,0,0,0,1.587301587,2.645502646,3.174603175,0,0,0,,0,0,0,77.24867725,0,6.878306878,2.645502646,0,0,1.587301587,1.058201058,0,0,7.936507938,2.645502645,0
F,Pv12.148,7,spring,2012,Comox,0,0,0,4.545454545,0,0.909090909,0.909090909,1.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303,0,0,0,0,0,10.60606061,0,2.121212121,0,0,2.121212121,4.242424243,0,0,0,0,0,0,0,0,3.03030303,6.060606061,3.03030303,0,30.3030303,0,3.03030303,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303,0,0,0,3.03030303,9.090909091,0,0,0,,0,0,0,30.3030303,0,18.18181818,3.03030303,0,3.03030303,3.03030303,0,6.06060606,0,27.27272728,9.090909091,0
F,Pv12.146,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.84683358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.153166421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,95.84683358,0,0,0,0,4.153166421,0
F,Pv12.144,7,spring,2012,Comox,0,0,0,2.658653846,0,0.607692308,0.379807692,4.253846153,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20352564,0,1.417948718,0,0,0.886217949,9.925641025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.72222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38888889,0,0,0,0,10.05555556,0,0,0,,0,0,0,0,0,10.05555556,0,0,0,0,0,45.88888889,0,26.33333333,17.72222222,0
F,Pv12.143,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.142,7,spring,2012,Comox,0,0,0,0.035853717,0,0,1.683929567,0.028682973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083658673,0,0,0,0,3.929168991,0.066926938,0,0,0,0,0,0,0,0,0,0,0,0,3.987730061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.34355828,0,0,0,0,0,0,0,1.840490798,0,0,0,0,,0,0,0,3.987730061,0,0,1.840490798,0,0,88.34355828,0,0,0,5.828220859,0,0
F,Pv12.141,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
F,Pv12.139,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
F,Pv12.138,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.134,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.38095238,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
F,Pv12.133,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
F,Pv12.131,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.75968992,0,0,0,0,0,0,0,0,0,1.240310078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.240310078,0,0,0,0,0,0,0,0,0,0,98.75968992,0
M,Pv12.165,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.16666667,0,45.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,54.16666667,0,0,0,0,0,45.83333333,0,0,0,0,0,0
M,Pv12.164,7,spring,2012,Comox,0,0,0,0.328227571,0,0,0,0.328227571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.01531729,0,0,0,0,0,0.765864333,0,0,0,0,0,0.765864333,0,0,0,0,0,0,0,0,0,0,1.094091904,0,1.969365427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73304158,0,0,0,0,0,0,0,0,,0,0,0,1.969365427,0,1.094091904,0,0,0,0,0,94.74835887,0,2.188183808,0,0
M,Pv12.163,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.06173739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.93826261,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
M,Pv12.162,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.544153194,0,93.51001216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.945834653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2.945834653,0,0,0,0,0,0,0,0,0,97.05416535,0,0
M,Pv12.161,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.472012103,0,0,0,0,9.228441755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.29954614,0,0,0,,0,0,0,8.472012103,0,91.5279879,0,0,0,0,0,0,0,0,0,0
M,Pv12.160,7,spring,2012,Comox,0,0,0,98.68773433,0,0,0,1.312265667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
M,Pv12.159,7,spring,2012,Comox,0,0,0,1.241534989,0,0,0,36.00451467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1738149,0,1.58013544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.58013544,0,61.1738149,0,0,0,0,0,0,0,37.24604966,0,0
M,Pv12.158,7,spring,2012,Comox,0,0,0,0.505774166,0,0.170551754,0.041167665,0.252887083,0.017643285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.180139721,0,0.397954092,0,0,0.096057884,0.59006986,0.041167665,0,0,0,0,0,0,0,0,0,0,0,91.61676647,0,0,0,1.497005988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19760479,2.395209581,0,0,0,,0,0,0,91.61676647,0,2.395209581,1.19760479,0,0,0,0,0,0,3.293413175,1.497005988,0
M,Pv12.157,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212121212,0,38.18181818,0,0,0,0,9.696969697,0,0,0,0,0,0,48.18181818,0,0,0,0,0,0,0,0,0,1.212121212,0,0,0,0,0,0,0,0,,0,0,0,38.18181818,0,10.90909091,0,0,0,0,48.18181818,1.212121212,0,1.515151515,0,0
M,Pv12.156,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481162762,0,0.158466778,0,0,9.06141849,0.279477772,0,0,0,0,0,0,0,0,0,0,0,0,90.0194742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,90.0194742,0,0,0,0,0,0,0,0,0,9.980525802,0,0
M,Pv12.154,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.27499215,0,0,0,0,0,0.798178583,0,0,0,0,0,0,0,0,0,0,0,0,32.92682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,32.92682927,0,0,0,0,0,0,0,0,0,67.07317073,0,0
M,Pv12.153,7,spring,2012,Comox,0,0,0,1.337579618,0,1.337579618,0,2.675159236,0,0,0,0,0,0,0,1.27388535,0,0,0,0,0,0,0,0,0,0,47.77070064,0,0,0,3.121019108,0,3.121019108,0,0,0,6.242038216,0,0,1.27388535,0,0,0,0,0,0,1.27388535,7.643312102,0,12.10191083,0,0,0,0,0,0,0,1.27388535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.547770701,7.006369427,0,0,0,,1.27388535,47.77070064,0,12.10191083,0,15.92356688,2.547770701,0,0,1.27388535,0,0,0,17.8343949,1.27388535,0
M,Pv12.151,7,spring,2012,Comox,0,0,0,29.66152019,0,0,0,0.33847981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.21021378,0,0,0,0,0,0.789786223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
M,Pv12.150,7,spring,2012,Comox,0,0,0,1.443850268,0,0,0,0.802139037,0,1.069518717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.368983958,0,0,0,0,0,1.871657754,0,0,0,0,0,0,0,0,0,0,76.47058824,0,9.625668449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.069518717,4.278074866,0,0,0,,0,0,0,10.69518717,0,80.74866311,1.069518717,0,0,0,0,0,0,7.486631017,0,0
M,Pv12.149,7,spring,2012,Comox,0,0,0,0.055255305,0,0,2.165189378,0.03683687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128929046,0,0,0,0,5.052108548,0.085952697,0,0,0,0,0,0,0,0,0,0,86.40776699,0,4.611650485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45631068,0,0,0,,0,0,0,4.611650485,0,87.86407767,0,0,0,0,0,0,0,7.524271844,0,0
M,Pv12.147,7,spring,2012,Comox,0,0,0,55.39204736,0,0,17.4446432,0.88080768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.881236824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.40126493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,23.40126493,2.881236824,0,0,0,0,0,0,0,0,73.71749824,0,0
M,Pv12.145,7,spring,2012,Comox,0,0,0,0.186862665,0,0.080083999,0.010677867,0.133473332,0.0320336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436012884,0,0.186862665,0,0,0.024915022,0.311437775,0.074745066,0,0,0,0,0,0,0,0,0,0,0,97.34121123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1816839,0,0,0,,0,0,0,97.34121123,0,1.1816839,0,0,0,0,0,0,0,1.477104875,0,0
M,Pv12.140,7,spring,2012,Comox,0,0,0,4.210526315,0,0.421052632,0.421052632,2.947368421,0.421052632,0,0,0,0,1.754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.824561402,0,0.98245614,0,0,0.98245614,6.877192982,0.98245614,0,5.263157895,0,0,0,0,0,1.754385965,0,12.28070175,0,28.07017544,0,0,0,5.263157895,0,0,0,1.754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50877193,0,0,0,1.754385965,10.52631579,0,0,0,,1.754385965,0,0,28.07017544,0,22.80701754,1.754385965,0,1.754385965,0,0,5.263157895,0,28.07017544,10.52631579,0
M,Pv12.137,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
M,Pv12.136,7,spring,2012,Comox,0,0,0,0.365853659,0,0,0,0.317073171,0,0,0,0,0,0,0,0,0,0,0,93.33333333,0,0,0,0,0,0,0,0,0,0,0.853658537,0,0,0,0,0,0.739837398,0,0,0,0,0,0,0,0,0,0,0,0,1.788617886,0,2.601626016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,93.33333333,0,1.788617886,0,0,0,0,0,2.601626016,0,0,0,2.276422765,0,0
M,Pv12.135,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.970051633,0,95.83047526,0,0,0,1.117556563,0,0,0,0,0,0,0,0,0,0,0,0,1.081916538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.081916538,0,0,0,0,0,0,0,0,0,98.91808346,0,0
M,Pv12.132,7,spring,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.15128449,0,36.82207422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.69457659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3320647,0,0,0,0,,0,0,0,20.69457659,0,0,1.3320647,0,0,0,0,0,0,77.97335871,0,0
F,Pv12.335,8,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.521097669,0,0,0,0,0,0,1.180289171,0,0,9.943936264,0,0,0,74.12215993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327825317,6.904691649,0,,0,0,0,9.943936264,0,1.180289171,0,0,1.327825317,0,0,0,0,0,87.54794925,0
F,Pv12.332,8,fall,2012,Comox,0,0,0,7.146317743,0,0,45.46715202,2.082904205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.101791175,0,0,0,0,0,0,0,0,0,0,0,0,0,3.363914373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.83792049,0,0,0,,0,0,0,0,0,41.93971167,0,0,0,0,3.363914373,0,0,54.69637397,0,0
F,Pv12.331,8,fall,2012,Comox,0,0,0,0,0,0,0,1.0539629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351320967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.59471613,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,98.59471613,0,0,0,1.405283867,0,0
F,Pv12.330,8,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.327,8,fall,2012,Comox,0,0,0,0,0,0,0,3.100775194,0,0,0,0,0,0,0,88.63049096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033591731,0,0,0,0,0,0,0,0,0,1.550387597,0,0,2.583979328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.291989664,1.80878553,0,0,,0,0,0,2.583979328,0,2.842377261,0,0,1.80878553,88.63049096,0,0,0,4.134366925,0,0
F,Pv12.325,8,fall,2012,Comox,0,0,0,0,0,1.276595745,5.106382979,0,0,0,0,0,0,0,0,0,2.659574468,0,0,0,0,0,0,0,47.87234043,0,0,0,0,0,0,0,0.425531915,0,0,1.70212766,0,0,0,0,0,0,0,0,0,0,0,0,0,2.659574468,0,1.595744681,0,30.85106383,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063829787,0,0,1.063829787,0,0,0,0,0,3.723404255,0,0,0,,0,0,1.063829787,2.659574468,0,3.723404255,0,0,0,2.659574468,0,47.87234043,0,8.510638299,33.5106383,0
F,Pv12.324,8,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.113002808,0.190800481,0.095400241,0,0,0.826802086,4.229410671,0.190800481,0,0,0,0,0,0,0,0,0,0,0,93.35378323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,93.35378323,0,0,0,0,0,0,0,0,0,6.646216768,0,0
F,Pv12.323,8,fall,2012,Comox,0,0,0,0.058581074,0,0,0.15482141,4.962653853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019527025,0,0,0,0,0.051607137,1.654217951,0,0,0,0,0,0,0,0,0,0,0,0,3.661971831,0,0,0,1.267605634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549295775,0,86.61971831,0,,0,0,0,3.661971831,0,1.549295775,0,0,0,0,0,0,0,6.90140845,87.88732394,0
F,Pv12.321,8,fall,2012,Comox,0,0,0,0.369398138,0.056830483,0,0.255737173,3.551905174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.41935484,0,0,0,0,0,0.123132713,0.018943494,0,0,0,0.085245724,1.183968391,0,0,0,0,0,0,0,0,0,0,0,0,1.935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.935483871,0,0,0,0,0,0,0,92.41935484,0,5.64516129,0,0
M,Pv12.340,8,fall,2012,Comox,0,0,0,0,0,0,48.07808586,1.92191414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.07808586,1.92191414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
M,Pv12.339,8,fall,2012,Comox,0,0,0,0,0,0,93.67436614,4.499149843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.826484018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.826484018,0,0,0,0,0,0,0,0,0,98.17351598,0,0
M,Pv12.338,8,fall,2012,Comox,0,0,0,92.45409352,0,0,0,3.50928559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.036620891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4.036620891,0,0,0,0,0,0,0,0,0,95.96337911,0,0
M,Pv12.337,8,fall,2012,Comox,0,0,0,2.561541385,0,2.789550632,0,0.181694869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853847128,0,0.929850211,0,0,0,0.060564956,0,0,6.147540984,0,0,0,0,0,0,0,1.229508197,0,3.68852459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.91803279,0,0,0,0,0,0,0,0,1.639344262,0,0,0,,0,0,0,3.68852459,0,2.868852459,0,0,0,79.91803279,0,0,0,7.377049181,6.147540984,0
M,Pv12.336,8,fall,2012,Comox,0,0,0,0,0,0,2.140637141,0.09013209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713545714,0.03004403,0,0,0,0,0,0,0,0,0,0,86.87179487,0,10.15384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10.15384615,0,86.87179487,0,0,0,0,0,0,0,2.974358975,0,0
M,Pv12.334,8,fall,2012,Comox,0,0,0,0,0,0,79.40078766,4.219902001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.93103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448275862,0,0,0,,0,0,0,12.93103448,0,3.448275862,0,0,0,0,0,0,0,83.62068966,0,0
