LotArea,Street,LandContour,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
9187,Pave,Lvl,Gtl,1Fam,1Story,9,5,2009,2009,Ex,TA,PConc,GasA,Ex,Y,1766,0,0,1766,2,1,2,1,7,1,Y,195,130,0,0,0,0,0,10,2009,Partial,370878.0
10530,Pave,Lvl,Gtl,1Fam,1Story,6,5,1971,1971,TA,TA,CBlock,GasA,TA,Y,981,0,0,981,1,1,3,1,5,0,Y,0,312,40,0,0,0,0,3,2007,Normal,143250.0
7200,Pave,Lvl,Gtl,1Fam,1Story,5,5,1950,1950,TA,TA,CBlock,GasA,Gd,Y,1048,0,0,1048,1,0,3,1,7,0,Y,0,27,0,0,0,0,0,7,2008,Normal,98300.0
10452,Pave,Lvl,Gtl,1Fam,1Story,6,5,1953,1953,TA,TA,CBlock,GasA,Ex,Y,1094,0,0,1094,1,0,3,1,5,2,Y,0,0,0,0,287,0,0,6,2008,Normal,155000.0
7700,Pave,Lvl,Gtl,1Fam,2Story,6,5,1966,1966,TA,TA,CBlock,GasA,TA,Y,1051,788,0,1839,1,1,4,1,7,1,Y,0,124,216,0,0,0,0,6,2010,Normal,155000.0
1936,Pave,Lvl,Gtl,Twnhs,SFoyer,4,6,1970,1970,TA,TA,CBlock,GasA,Gd,Y,630,0,0,630,1,0,1,1,3,0,Y,0,0,0,0,0,0,0,12,2007,Normal,84500.0
8125,Pave,Lvl,Gtl,1Fam,2Story,7,6,2007,2007,Gd,TA,PConc,GasA,Ex,Y,822,843,0,1665,2,1,3,1,7,0,Y,0,0,0,0,0,0,0,5,2008,Normal,205950.0
9084,Pave,Lvl,Gtl,1Fam,2Story,4,5,1940,1950,TA,TA,CBlock,GasA,TA,Y,755,755,0,1510,1,0,4,1,7,1,P,120,0,0,0,0,0,0,10,2009,Normal,108000.0
8750,Pave,Lvl,Gtl,1Fam,2Story,7,5,1996,1996,Gd,TA,PConc,GasA,Ex,Y,909,807,0,1716,2,1,2,1,7,1,Y,0,120,0,0,0,0,0,7,2009,Normal,191000.0
10320,Pave,Lvl,Gtl,1Fam,1.5Fin,6,7,1906,1995,TA,TA,CBlock,GasA,Ex,Y,756,713,0,1469,1,0,3,1,7,0,Y,57,0,239,0,0,0,0,6,2008,Normal,135000.0
10437,Pave,Lvl,Gtl,1Fam,1Story,8,6,1995,1995,Gd,Gd,PConc,GasA,Ex,Y,2113,0,0,2113,2,1,2,1,7,1,Y,236,46,0,0,0,0,0,8,2008,Normal,350000.0
1680,Pave,Lvl,Gtl,Twnhs,2Story,6,5,1971,1971,TA,TA,CBlock,GasA,TA,Y,525,567,0,1092,1,1,3,1,6,0,Y,0,0,0,0,0,0,0,3,2010,Family,88000.0
10007,Pave,Lvl,Gtl,1Fam,1Story,5,7,1959,2006,Gd,TA,CBlock,GasA,Ex,Y,1053,0,0,1053,1,1,3,1,5,0,Y,0,0,0,0,0,0,0,8,2008,Normal,145500.0
7200,Pave,HLS,Mod,1Fam,2Story,7,6,1931,2000,TA,Fa,BrkTil,GasA,TA,Y,851,651,0,1502,1,1,3,1,6,1,P,0,0,112,0,0,0,0,2,2008,Normal,149000.0
17503,Pave,Lvl,Gtl,1Fam,1.5Fin,6,5,1948,1950,TA,TA,CBlock,GasA,TA,Y,912,546,0,1458,1,0,3,1,6,1,Y,192,0,0,0,0,0,0,1,2010,Abnorml,97500.0
9937,Pave,Lvl,Gtl,1Fam,1Story,5,7,1964,1999,TA,Gd,PConc,GasA,Ex,Y,1486,0,0,1486,1,0,3,1,7,0,Y,0,0,0,0,0,0,0,3,2009,Normal,167000.0
12384,Pave,Lvl,Gtl,1Fam,2Story,7,7,1976,1976,TA,TA,CBlock,GasA,TA,Y,1142,793,0,1935,2,1,3,1,7,1,Y,0,113,252,0,0,0,0,11,2007,Normal,197900.0
46589,Pave,Lvl,Gtl,1Fam,2Story,8,7,1994,2005,Gd,TA,PConc,GasA,Ex,Y,1686,762,0,2448,2,1,4,1,8,1,Y,517,76,0,0,0,0,0,7,2009,Normal,402000.0
13560,Pave,Lvl,Gtl,1Fam,1Story,6,3,1968,1968,TA,TA,CBlock,GasA,Gd,Y,1392,0,0,1392,1,0,2,1,5,2,Y,0,0,240,0,0,0,0,7,2009,Normal,110000.0
10012,Pave,Lvl,Gtl,1Fam,SFoyer,4,5,1972,1972,TA,TA,CBlock,GasA,TA,Y,1181,0,0,1181,2,0,3,1,6,0,Y,0,0,180,0,0,0,0,4,2008,Normal,137500.0
20896,Pave,Lvl,Gtl,1Fam,1Story,8,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,2097,0,0,2097,1,1,1,1,8,1,Y,192,267,0,0,0,0,0,1,2006,Partial,423000.0
11194,Pave,Lvl,Gtl,1Fam,2Story,8,5,2000,2000,Gd,TA,PConc,GasA,Ex,Y,1454,482,0,1936,2,1,3,1,7,1,Y,188,124,0,0,0,0,0,11,2006,Normal,230500.0
18450,Pave,Lvl,Gtl,1Fam,2Story,6,5,1965,1979,TA,Gd,CBlock,GasA,TA,Y,1465,915,0,2380,2,1,3,1,7,1,Y,0,265,0,0,0,0,0,8,2007,Abnorml,129000.0
8125,Pave,Lvl,Gtl,1Fam,1Story,6,5,1994,1998,TA,TA,PConc,GasA,Ex,Y,1679,0,0,1679,2,0,3,1,7,1,Y,224,42,0,0,0,0,0,10,2008,Normal,193500.0
14175,Pave,Bnk,Mod,1Fam,1Story,5,6,1956,1987,TA,TA,CBlock,GasA,Gd,Y,1437,0,0,1437,1,1,3,1,6,1,Y,304,0,0,0,0,0,0,11,2006,Normal,168000.0
11600,Pave,Lvl,Gtl,1Fam,1Story,4,5,1922,1950,TA,TA,BrkTil,GasA,Ex,Y,1180,0,0,1180,1,0,2,1,5,1,Y,0,0,67,0,0,0,0,7,2006,Normal,137500.0
8633,Pave,Lvl,Gtl,1Fam,2Story,6,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,738,738,0,1476,2,1,3,1,7,0,Y,100,35,0,0,0,0,0,2,2009,Normal,173500.0
6629,Pave,Lvl,Gtl,1Fam,2Story,6,6,1925,1950,TA,Gd,BrkTil,GasA,TA,N,697,672,0,1369,2,0,3,1,6,0,Y,147,0,0,0,0,0,0,7,2009,Normal,103600.0
11250,Pave,Lvl,Gtl,1Fam,1Story,6,6,1977,1977,Gd,TA,CBlock,GasA,TA,Y,1208,0,0,1208,1,1,3,1,6,1,Y,198,42,0,0,0,0,0,6,2006,Normal,165000.0
14442,Pave,Lvl,Gtl,1Fam,1Story,6,7,1957,2004,TA,TA,PConc,GasA,Ex,Y,1839,0,0,1839,2,0,3,1,7,2,Y,0,87,0,0,200,0,0,6,2007,Normal,257500.0
9200,Pave,Lvl,Gtl,1Fam,1Story,6,6,1965,1965,TA,TA,CBlock,GasA,TA,Y,1136,0,0,1136,1,0,3,1,5,1,Y,426,0,0,0,0,0,0,7,2008,Normal,140000.0
2289,Pave,Lvl,Gtl,Twnhs,2Story,6,6,1978,1978,TA,TA,CBlock,GasA,TA,Y,855,586,0,1441,2,1,3,1,7,1,Y,28,0,0,0,0,0,0,4,2009,Normal,148500.0
9600,Pave,Lvl,Gtl,1Fam,2Story,4,2,1900,1950,TA,TA,BrkTil,GasW,Fa,N,1095,679,0,1774,2,0,4,2,8,0,N,0,0,90,0,0,0,0,5,2006,Normal,87000.0
9022,Pave,Lvl,Gtl,1Fam,1Story,5,8,1924,2006,Gd,TA,BrkTil,GasA,Ex,Y,792,0,0,792,1,0,2,1,5,0,N,316,0,120,0,0,0,0,5,2009,Normal,109500.0
11844,Pave,Lvl,Gtl,1Fam,1Story,8,5,2008,2008,Gd,TA,PConc,GasA,Ex,Y,2046,0,0,2046,2,1,3,1,7,1,Y,322,82,0,0,0,0,0,7,2009,Partial,372500.0
9945,Pave,Lvl,Gtl,1Fam,1Story,5,5,1961,1961,TA,TA,CBlock,GasA,TA,Y,988,0,0,988,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,10,2007,Normal,128500.0
8012,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,1980,1980,TA,TA,CBlock,GasA,TA,Y,923,0,0,923,2,0,2,1,5,1,Y,80,0,0,0,0,0,0,5,2010,Normal,143000.0
4500,Pave,Bnk,Gtl,1Fam,1.5Fin,5,5,1932,2000,TA,TA,BrkTil,GasA,Ex,Y,848,672,0,1520,1,0,3,1,6,0,Y,0,0,56,0,0,0,0,7,2009,Abnorml,159434.0
2887,Pave,HLS,Gtl,1Fam,1Story,6,5,1996,1997,TA,TA,PConc,GasA,Ex,Y,1291,0,0,1291,1,0,2,1,6,1,Y,307,0,0,0,0,0,0,11,2008,Normal,173000.0
11248,Pave,Lvl,Gtl,1Fam,1Story,9,5,2002,2002,Gd,TA,PConc,GasA,Ex,Y,1668,0,0,1668,2,0,3,1,7,1,Y,257,45,0,0,0,0,0,7,2007,Normal,285000.0
16770,Pave,Lvl,Gtl,1Fam,2Story,7,5,1998,1998,Gd,TA,PConc,GasA,Gd,Y,1195,644,0,1839,2,1,4,1,7,0,Y,0,81,0,0,0,0,0,6,2010,Normal,221000.0
5062,Pave,Lvl,Gtl,TwnhsE,2Story,7,5,1984,1984,Gd,TA,CBlock,GasA,Gd,Y,1190,900,0,2090,2,0,3,1,6,1,Y,219,0,0,0,0,0,0,9,2007,Normal,207500.0
10207,Pave,Lvl,Gtl,1Fam,2Story,7,6,2007,2007,Gd,TA,PConc,GasA,Ex,Y,874,887,0,1761,3,0,3,1,7,0,Y,144,105,0,0,0,0,0,8,2007,Partial,227875.0
5105,Pave,Lvl,Gtl,TwnhsE,2Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,551,551,0,1102,2,1,2,1,4,0,Y,0,60,0,0,0,0,0,3,2007,Normal,148800.0
8089,Pave,HLS,Gtl,1Fam,1Story,8,6,2007,2007,Gd,TA,PConc,GasA,Ex,Y,1419,0,0,1419,2,0,2,1,7,1,Y,140,0,0,0,0,0,0,10,2007,Partial,392000.0
7577,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1362,0,0,1362,2,0,2,1,6,1,Y,192,28,0,0,0,0,0,6,2007,Normal,194700.0
4426,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,848,0,0,848,1,0,1,1,3,1,Y,149,0,0,0,0,0,0,5,2008,Normal,141000.0
21535,Pave,Lvl,Gtl,1Fam,2Story,10,6,1994,1995,Ex,TA,PConc,GasA,Ex,Y,2444,1872,0,4316,3,1,4,1,10,2,Y,382,50,0,0,0,0,0,1,2007,Normal,755000.0
26178,Pave,Lvl,Mod,1Fam,2Story,7,5,1989,1990,Gd,TA,PConc,GasA,Ex,Y,1238,1281,0,2519,2,1,4,1,9,2,Y,320,27,0,0,0,0,0,4,2006,Normal,335000.0
5400,Pave,Lvl,Sev,1Fam,1Story,5,6,1921,1968,TA,TA,BrkTil,GasA,Ex,Y,1073,0,0,1073,1,0,2,1,4,0,Y,0,0,112,0,0,0,0,12,2006,Abnorml,108480.0
6120,Pave,Lvl,Gtl,1Fam,1.5Fin,5,6,1936,1950,TA,Fa,BrkTil,GasA,TA,Y,1067,472,0,1539,1,1,3,1,5,0,Y,112,0,0,0,0,0,0,4,2009,Normal,141500.0
13811,Pave,Lvl,Gtl,1Fam,1Story,6,6,1987,1987,TA,TA,CBlock,GasA,Gd,Y,1137,0,0,1137,2,0,2,1,5,1,Y,125,0,0,0,0,0,0,7,2006,Normal,176000.0
6000,Pave,Lvl,Gtl,1Fam,1Story,5,7,1921,1950,TA,TA,CBlock,GasA,Gd,Y,616,0,0,616,1,0,2,1,4,0,Y,0,0,129,0,0,0,0,6,2006,Normal,89000.0
6420,Pave,Lvl,Gtl,1Fam,1Story,5,7,1952,1952,TA,TA,PConc,GasA,Fa,Y,1148,0,0,1148,1,0,2,1,6,0,Y,0,0,0,0,0,0,0,9,2006,Normal,123500.0
8450,Pave,Lvl,Gtl,1Fam,1Story,5,8,1965,2009,TA,Gd,CBlock,GasA,Ex,Y,894,0,0,894,1,0,3,1,5,1,Y,416,144,0,0,0,0,0,4,2010,Normal,138500.0
4282,Pave,Lvl,Gtl,TwnhsE,1Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,1391,0,0,1391,2,0,2,1,5,0,Y,156,158,0,0,0,0,0,7,2008,Normal,196000.0
14331,Pave,Lvl,Gtl,1Fam,1Story,8,5,2002,2002,Gd,TA,PConc,GasA,Ex,Y,1800,0,0,1800,2,0,3,1,7,1,Y,270,78,0,0,0,0,0,5,2006,Normal,312500.0
9600,Pave,Lvl,Gtl,1Fam,1Story,7,5,1969,1969,TA,TA,CBlock,GasA,TA,Y,1164,0,0,1164,1,1,3,1,6,0,Y,0,0,0,0,0,0,0,7,2006,Normal,140000.0
12438,Pave,Lvl,Gtl,1Fam,2Story,8,5,2006,2006,Ex,TA,PConc,GasA,Ex,Y,1264,1312,0,2576,2,1,4,1,10,1,Y,324,100,0,0,0,0,0,7,2006,Partial,361919.0
7630,Pave,Lvl,Gtl,2fmCon,2Story,5,9,1900,1996,TA,Gd,BrkTil,GasA,Gd,Y,1032,780,0,1812,2,0,4,2,8,1,N,344,0,40,0,0,0,0,5,2010,Normal,140000.0
8400,Pave,Lvl,Gtl,1Fam,1Story,7,5,2004,2005,Gd,TA,PConc,GasA,Ex,Y,1484,0,0,1484,2,0,3,1,7,0,Y,0,35,0,144,0,0,0,5,2010,Normal,213000.0
5600,Pave,Lvl,Gtl,2fmCon,2Story,4,5,1930,1950,Fa,Fa,Slab,GasA,Fa,N,372,720,0,1092,2,0,3,2,7,0,N,0,0,0,0,0,0,3500,7,2010,Normal,55000.0
115149,Pave,Low,Sev,1Fam,1Story,7,5,1971,2002,TA,TA,CBlock,GasA,TA,Y,1824,0,0,1824,2,0,2,1,5,2,Y,380,48,0,0,0,0,0,6,2007,Normal,302000.0
6240,Pave,Lvl,Gtl,TwnhsE,1Story,8,5,2006,2006,Gd,TA,PConc,GasA,Ex,Y,1324,0,0,1324,2,0,2,1,6,1,Y,192,38,0,0,0,0,0,12,2009,Normal,254000.0
9018,Pave,Lvl,Gtl,1Fam,2Story,7,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,728,728,0,1456,2,1,3,1,8,1,Y,100,24,0,0,0,0,0,7,2007,Partial,179540.0
7162,Pave,Lvl,Gtl,1Fam,1Story,5,7,1966,1966,TA,TA,PConc,GasA,TA,Y,904,0,0,904,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,12,2008,Abnorml,109900.0
4130,Pave,Lvl,Gtl,1Fam,1Story,3,6,1935,2003,Gd,TA,CBlock,GasA,Gd,Y,729,0,0,729,1,0,2,1,5,0,N,0,0,0,0,0,0,0,7,2008,Normal,52000.0
8712,Pave,HLS,Mod,1Fam,1.5Fin,4,7,1900,1950,TA,TA,Stone,GasA,Gd,Y,859,319,0,1178,1,0,2,1,7,0,N,68,0,98,0,0,0,0,1,2010,Abnorml,102776.0
4671,Pave,HLS,Gtl,TwnhsE,1Story,8,5,1988,1989,Gd,TA,PConc,GasA,Gd,Y,1228,0,0,1228,2,0,2,1,5,1,Y,168,120,0,0,0,0,0,10,2008,Normal,189000.0
9873,Pave,Lvl,Gtl,2fmCon,1Story,4,5,1970,1970,TA,TA,CBlock,GasW,TA,N,960,0,0,960,1,0,3,1,6,0,Y,0,288,0,0,0,0,0,5,2006,Normal,129000.0
13517,Pave,Lvl,Gtl,1Fam,2Story,6,8,1976,2005,Gd,TA,CBlock,GasA,Ex,Y,725,754,0,1479,2,1,3,1,6,0,Y,0,44,0,0,0,0,0,3,2010,Normal,130500.0
10140,Pave,Lvl,Gtl,1Fam,1Story,6,5,1974,1974,TA,TA,CBlock,GasA,TA,Y,1350,0,0,1350,2,0,3,1,7,1,Y,0,0,0,0,0,0,0,8,2009,Normal,165000.0
10800,Pave,Bnk,Gtl,1Fam,2Story,7,8,1890,1998,TA,Gd,BrkTil,GasA,Ex,Y,1576,978,0,2554,1,1,3,1,8,0,P,0,48,143,0,0,0,0,7,2007,Normal,159500.0
10000,Pave,Lvl,Gtl,1Fam,1Story,5,6,1973,2000,TA,TA,CBlock,GasA,Gd,Y,1178,0,0,1178,1,1,3,1,5,1,Y,224,0,0,0,0,0,0,11,2008,Normal,157000.0
10542,Pave,Lvl,Gtl,1Fam,2Story,7,5,1993,1994,Gd,TA,PConc,GasA,Ex,Y,1325,1093,0,2418,2,1,3,1,9,1,Y,250,154,216,0,0,0,0,8,2008,Normal,341000.0
9920,Pave,Lvl,Gtl,1Fam,1Story,5,6,1969,1969,TA,TA,CBlock,GasA,TA,Y,971,0,0,971,1,1,3,1,5,1,Y,0,0,0,0,0,0,0,5,2006,Normal,128500.0
6563,Pave,Low,Mod,1Fam,1Story,8,5,1985,1985,Gd,TA,PConc,GasA,TA,Y,1742,0,0,1742,2,0,2,1,5,1,Y,114,28,234,0,0,0,0,12,2006,Normal,275000.0
4426,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,848,0,0,848,1,0,1,1,3,0,Y,160,0,0,0,0,0,0,5,2010,Normal,143000.0
8120,Pave,Lvl,Gtl,1Fam,1Story,4,7,1970,1970,TA,Gd,CBlock,GasA,Ex,Y,864,0,0,864,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,7,2009,Normal,124500.0
8172,Pave,Lvl,Gtl,1Fam,1.5Fin,4,6,1954,1972,TA,TA,PConc,GasA,Ex,Y,997,473,0,1470,2,0,4,1,7,0,Y,0,0,0,0,156,0,0,5,2008,Normal,135000.0
13286,Pave,Lvl,Gtl,1Fam,1Story,9,5,2007,2008,Ex,TA,PConc,GasA,Ex,Y,1698,0,0,1698,2,0,3,1,8,1,Y,327,64,0,0,0,0,0,2,2009,Normal,320000.0
6960,Pave,Lvl,Gtl,1Fam,1Story,4,6,1970,1970,TA,TA,CBlock,GasA,TA,Y,864,0,0,864,1,0,3,1,5,0,Y,96,0,0,0,0,0,500,11,2009,Normal,120500.0
21695,Pave,Lvl,Gtl,1Fam,1Story,6,9,1988,2007,Gd,Gd,CBlock,GasA,Ex,Y,1680,0,0,1680,2,0,3,1,5,1,Y,292,44,0,182,0,0,0,12,2009,Normal,222000.0
7314,Pave,Lvl,Gtl,1Fam,1Story,7,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,1232,0,0,1232,2,0,2,1,6,0,Y,132,0,0,0,0,0,0,2,2009,Normal,194500.0
11475,Pave,Lvl,Gtl,Duplex,1Story,5,5,1958,1958,TA,TA,CBlock,GasA,TA,Y,1776,0,0,1776,2,0,4,2,9,0,Y,0,25,0,0,0,0,0,7,2009,Abnorml,110000.0
6240,Pave,Lvl,Gtl,1Fam,1.5Fin,4,5,1925,1950,TA,TA,CBlock,GasA,TA,Y,848,0,360,1208,1,0,2,1,5,0,Y,0,23,112,0,0,0,0,1,2009,Normal,103000.0
5389,Pave,Lvl,Gtl,TwnhsE,1Story,8,5,1995,1996,Gd,TA,PConc,GasA,Ex,Y,1616,0,0,1616,2,0,2,1,5,1,Y,237,152,0,0,0,0,0,3,2010,Normal,236500.0
9590,Pave,Lvl,Gtl,1Fam,SLvl,7,5,2003,2003,Gd,TA,PConc,GasA,Ex,Y,1146,0,0,1146,2,0,3,1,6,1,Y,160,22,0,0,0,0,0,5,2007,Normal,187500.0
11404,Pave,Lvl,Gtl,1Fam,2Story,7,5,1998,1999,Gd,TA,PConc,GasA,Ex,Y,1153,878,0,2031,2,1,3,1,8,1,Y,192,84,0,0,0,0,0,7,2008,Normal,222500.0
10000,Pave,Lvl,Gtl,1Fam,1Story,5,6,1961,1983,TA,TA,CBlock,GasA,Ex,Y,1144,0,0,1144,1,0,3,1,6,1,Y,165,0,0,0,0,0,400,3,2009,Normal,131400.0
8978,Pave,Lvl,Gtl,1Fam,1Story,5,5,1968,1968,TA,TA,PConc,GasA,TA,Y,948,0,0,948,1,0,3,1,6,0,Y,147,0,0,0,0,0,0,5,2007,Family,108000.0
10800,Pave,Lvl,Gtl,1Fam,2.5Unf,7,7,1914,1970,TA,TA,BrkTil,GasW,Fa,N,880,888,0,1768,1,1,2,1,6,2,N,0,341,0,0,0,0,0,10,2006,Normal,163000.0
8544,Pave,Lvl,Gtl,Duplex,1Story,3,4,1950,1950,TA,TA,CBlock,GasA,Gd,N,1040,0,0,1040,2,0,2,2,6,0,Y,0,0,0,0,0,0,0,7,2006,Normal,93500.0
10463,Pave,HLS,Gtl,1Fam,2Story,8,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,901,900,0,1801,2,1,3,1,8,1,Y,0,116,0,0,0,0,0,6,2006,Normal,239900.0
10800,Pave,Lvl,Gtl,Duplex,1Story,5,5,1987,1988,TA,TA,CBlock,GasA,TA,Y,1200,0,0,1200,3,0,3,1,5,0,Y,120,0,0,0,0,0,0,3,2009,Alloca,179000.0
9313,Pave,Lvl,Gtl,1Fam,2Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,864,864,0,1728,2,1,3,1,7,0,Y,187,56,0,0,0,0,0,4,2009,Normal,190000.0
9600,Pave,Lvl,Gtl,1Fam,2Story,5,7,1910,2002,TA,Gd,BrkTil,GasA,Ex,Y,768,664,0,1432,2,0,2,1,7,0,Y,270,0,112,0,0,0,0,5,2007,Abnorml,132000.0
6768,Pave,Lvl,Gtl,1Fam,1Story,6,8,1961,1996,TA,Gd,CBlock,GasA,Gd,Y,912,0,0,912,1,0,3,1,5,0,Y,168,0,0,0,0,0,0,5,2008,Normal,142000.0
8450,Pave,Lvl,Gtl,1Fam,1Story,7,5,2000,2001,TA,TA,PConc,GasA,Ex,Y,1349,0,0,1349,2,0,3,1,6,0,Y,120,55,0,0,0,0,0,12,2007,Normal,179000.0
12886,Pave,Lvl,Gtl,1Fam,SLvl,5,6,1963,1999,TA,TA,CBlock,GasA,Ex,Y,1464,0,0,1464,2,0,3,1,6,1,Y,302,0,0,0,100,0,0,10,2009,Normal,175000.0
5395,Pave,HLS,Gtl,TwnhsE,1Story,8,5,1993,1993,Gd,TA,PConc,GasA,Gd,Y,1337,0,0,1337,2,0,2,1,5,1,Y,96,0,70,168,0,0,0,10,2008,Normal,180000.0
8963,Pave,Lvl,Gtl,1Fam,2Story,8,9,1976,1996,Ex,Gd,CBlock,GasA,Ex,Y,1175,1540,0,2715,3,1,4,1,11,2,Y,0,204,0,0,0,0,0,7,2008,Normal,299800.0
8795,Pave,Lvl,Gtl,1Fam,2Story,7,5,2000,2000,Gd,TA,PConc,GasA,Ex,Y,980,1276,0,2256,2,1,4,1,8,1,Y,224,54,0,0,0,0,0,4,2009,Normal,236000.0
11700,Pave,Lvl,Gtl,1Fam,2Story,7,7,1880,2003,Gd,TA,Stone,GasW,TA,N,1320,1320,0,2640,1,1,4,1,8,1,N,181,0,386,0,0,0,0,5,2009,Normal,265979.0
10593,Pave,Lvl,Gtl,1Fam,1Story,7,5,1996,1996,Gd,TA,PConc,GasA,Ex,Y,1720,0,0,1720,2,0,3,1,7,1,Y,240,56,154,0,0,0,0,3,2010,Normal,260400.0
8405,Pave,Lvl,Gtl,1Fam,1.5Fin,4,3,1945,1950,TA,TA,Slab,Wall,TA,N,1088,441,0,1529,2,0,4,1,9,0,N,92,0,185,0,0,0,0,4,2009,Normal,98000.0
8800,Pave,Lvl,Gtl,1Fam,1.5Fin,4,7,1910,2004,TA,TA,BrkTil,GasA,Gd,Y,792,348,0,1140,1,0,3,1,7,0,N,0,160,0,0,0,0,0,6,2010,Normal,96500.0
7750,Pave,Lvl,Gtl,1Fam,2Story,7,5,2003,2003,Gd,TA,PConc,GasA,Ex,Y,660,660,0,1320,2,1,3,1,6,0,Y,0,48,0,0,0,0,0,8,2007,Normal,162000.0
9236,Pave,Lvl,Gtl,1Fam,1Story,6,5,1997,1997,TA,Gd,PConc,GasA,Ex,Y,1494,0,0,1494,2,0,3,1,6,0,Y,168,27,0,0,0,0,0,7,2006,Normal,217000.0
10240,Pave,Lvl,Gtl,1Fam,2Story,8,5,2005,2005,Gd,TA,PConc,GasA,Gd,Y,1038,1060,0,2098,2,1,3,1,8,1,Y,192,52,0,0,0,0,0,3,2006,Normal,275500.0
7930,Pave,Lvl,Gtl,1Fam,1Story,6,8,1969,2005,TA,TA,CBlock,GasA,Gd,Y,1026,0,0,1026,1,0,3,1,5,0,Y,171,48,0,0,0,0,0,7,2009,Normal,156000.0
3230,Pave,Lvl,Gtl,TwnhsE,2Story,6,5,1999,1999,TA,TA,PConc,GasA,Gd,Y,742,729,0,1471,2,1,3,1,6,0,Y,0,24,0,0,0,0,0,3,2009,Normal,172500.0
10769,Pave,Lvl,Gtl,1Fam,2Story,8,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,866,902,0,1768,2,1,3,1,7,0,Y,144,105,0,0,0,0,0,4,2009,Normal,212000.0
11616,Pave,Lvl,Gtl,1Fam,2Story,6,5,1978,1978,TA,TA,CBlock,GasA,TA,Y,672,714,0,1386,2,1,3,1,6,1,Y,335,0,0,0,0,0,0,4,2010,Abnorml,158900.0
2280,Pave,Lvl,Gtl,Twnhs,2Story,7,5,1999,1999,TA,TA,PConc,GasA,Gd,Y,757,744,0,1501,2,1,3,1,6,0,Y,0,0,0,0,0,0,0,8,2008,Normal,179400.0
12257,Pave,Lvl,Gtl,1Fam,2Story,8,5,1995,1995,Gd,TA,PConc,GasA,Ex,Y,1328,1203,0,2531,2,1,4,1,9,1,Y,222,98,0,0,0,0,0,11,2007,Normal,290000.0
9100,Pave,Lvl,Gtl,1Fam,1Story,6,6,1959,1959,TA,TA,CBlock,GasA,Ex,Y,864,0,0,864,1,0,2,1,5,0,Y,0,0,0,0,0,0,450,10,2009,Normal,127500.0
6911,Pave,Lvl,Gtl,1Fam,1Story,5,5,1924,1950,TA,TA,PConc,GasA,TA,Y,1301,0,0,1301,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,10,2009,Normal,100000.0
8640,Pave,Lvl,Gtl,1Fam,2Story,7,5,2009,2009,TA,TA,PConc,GasA,Ex,Y,764,783,0,1547,2,1,3,1,7,0,Y,169,45,0,0,0,0,0,6,2010,Normal,215200.0
9430,Pave,Lvl,Gtl,1Fam,2Story,8,5,1999,1999,Gd,TA,PConc,GasA,Ex,Y,1268,1097,0,2365,2,1,3,1,8,1,Y,0,128,0,0,180,0,0,7,2009,Normal,337000.0
9549,Pave,Lvl,Gtl,TwnhsE,1Story,8,5,1995,1996,Gd,Gd,PConc,GasA,Ex,Y,1494,0,0,1494,1,1,2,1,6,1,Y,0,30,0,0,216,0,0,4,2006,Normal,270000.0
14587,Pave,Lvl,Gtl,1Fam,1Story,9,5,2008,2008,Gd,TA,PConc,GasA,Ex,Y,1506,0,0,1506,2,0,2,1,6,1,Y,0,174,0,0,0,0,0,8,2008,Partial,264132.0
10421,Pave,Lvl,Gtl,1Fam,2Story,7,5,1988,1988,TA,TA,CBlock,GasA,TA,Y,980,734,0,1714,2,1,3,1,7,1,Y,228,66,156,0,0,0,500,3,2010,Normal,196500.0
